"subjectname","activityname","variable","averagevalues"
26,"SITTING","timegravityaccelerometermeanx",0.782955611794872
26,"STANDING","timegravityaccelerometermeanx",0.965460891621622
26,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanx",0.9467972718
26,"WALKING_UPSTAIRS","timegravityaccelerometermeanx",0.942095257090909
27,"LAYING","timegravityaccelerometermeanx",-0.530434604864865
27,"SITTING","timegravityaccelerometermeanx",0.839464714
27,"STANDING","timegravityaccelerometermeanx",0.965351492
27,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanx",0.931380178636364
27,"WALKING_UPSTAIRS","timegravityaccelerometermeanx",0.868000278627451
28,"LAYING","timegravityaccelerometermeanx",-0.490334541875
28,"SITTING","timegravityaccelerometermeanx",0.907331309166667
28,"STANDING","timegravityaccelerometermeanx",0.948514848481013
28,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanx",0.929291680434783
28,"WALKING_UPSTAIRS","timegravityaccelerometermeanx",0.854508231764706
29,"LAYING","timegravityaccelerometermeanx",-0.346789842753623
29,"SITTING","timegravityaccelerometermeanx",0.891563755166667
29,"STANDING","timegravityaccelerometermeanx",0.974508732
29,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanx",0.948486215
29,"WALKING_UPSTAIRS","timegravityaccelerometermeanx",0.929258953877551
30,"LAYING","timegravityaccelerometermeanx",-0.344737755285714
30,"SITTING","timegravityaccelerometermeanx",0.825473836935484
30,"STANDING","timegravityaccelerometermeanx",0.968556705084746
30,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanx",0.958000491451613
30,"WALKING_UPSTAIRS","timegravityaccelerometermeanx",0.93182983
1,"LAYING","timegravityaccelerometermeany",0.70554977346
1,"SITTING","timegravityaccelerometermeany",0.204411592680851
1,"STANDING","timegravityaccelerometermeany",-0.272983832264151
1,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.266610338979592
1,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.362153364339623
2,"LAYING","timegravityaccelerometermeany",0.752536639375
2,"SITTING","timegravityaccelerometermeany",-0.105630024498783
2,"STANDING","timegravityaccelerometermeany",-0.370062696851852
2,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.325780100638298
2,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.416214890416667
3,"LAYING","timegravityaccelerometermeany",0.837032099677419
3,"SITTING","timegravityaccelerometermeany",0.127303379245962
3,"STANDING","timegravityaccelerometermeany",-0.301735130327869
3,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.228829214285714
3,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.382851153728814
4,"LAYING","timegravityaccelerometermeany",0.915165104259259
4,"SITTING","timegravityaccelerometermeany",0.211622539936894
4,"STANDING","timegravityaccelerometermeany",-0.0759009061071429
4,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0620852772955556
4,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.232944304615385
5,"LAYING","timegravityaccelerometermeany",0.954890346153846
5,"SITTING","timegravityaccelerometermeany",0.168445524
5,"STANDING","timegravityaccelerometermeany",-0.03871012665
5,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0607578318319149
5,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.265942569148936
6,"LAYING","timegravityaccelerometermeany",0.956593814210526
6,"SITTING","timegravityaccelerometermeany",0.0682628663363636
6,"STANDING","timegravityaccelerometermeany",-0.230251036140351
6,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.214046334375
6,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.340732608823529
7,"LAYING","timegravityaccelerometermeany",0.393444278076923
7,"SITTING","timegravityaccelerometermeany",0.00608846646041667
7,"STANDING","timegravityaccelerometermeany",-0.117607048924528
7,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.12987167306383
7,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.240950944117647
8,"LAYING","timegravityaccelerometermeany",0.589922434814815
8,"SITTING","timegravityaccelerometermeany",0.240095117065217
8,"STANDING","timegravityaccelerometermeany",-0.0904603488214815
8,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.187610243421053
8,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.291341491707317
9,"LAYING","timegravityaccelerometermeany",-0.1191541962
9,"SITTING","timegravityaccelerometermeany",-0.0414258228938
9,"STANDING","timegravityaccelerometermeany",-0.010383816474
9,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0352304645104762
9,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.0377947824285714
10,"LAYING","timegravityaccelerometermeany",-0.139297681034483
10,"SITTING","timegravityaccelerometermeany",-0.041260775
10,"STANDING","timegravityaccelerometermeany",-0.0431597830454545
10,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0646160768947368
10,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.0565670278723404
11,"LAYING","timegravityaccelerometermeany",0.943017941403509
11,"SITTING","timegravityaccelerometermeany",0.213716305739623
11,"STANDING","timegravityaccelerometermeany",-0.173082704680851
11,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.200321942608696
11,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.343576924814815
12,"LAYING","timegravityaccelerometermeany",0.8033788345
12,"SITTING","timegravityaccelerometermeany",0.0830509010823529
12,"STANDING","timegravityaccelerometermeany",-0.21886535557377
12,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.178702175434783
12,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.259144202692308
13,"LAYING","timegravityaccelerometermeany",0.656400944354839
13,"SITTING","timegravityaccelerometermeany",0.101769752489796
13,"STANDING","timegravityaccelerometermeany",-0.239943146315789
13,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.211555112553191
13,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.357404501636364
14,"LAYING","timegravityaccelerometermeany",0.48539692745098
14,"SITTING","timegravityaccelerometermeany",-0.0364533962277778
14,"STANDING","timegravityaccelerometermeany",-0.226692231166667
14,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.264254674666667
14,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.322680364814815
15,"LAYING","timegravityaccelerometermeany",0.899242553055556
15,"SITTING","timegravityaccelerometermeany",0.210849305016949
15,"STANDING","timegravityaccelerometermeany",-0.164713175490566
15,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.167462317142857
15,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.3149610125
16,"LAYING","timegravityaccelerometermeany",-0.0199270225714286
16,"SITTING","timegravityaccelerometermeany",-0.086588253942029
16,"STANDING","timegravityaccelerometermeany",-0.0578867045
16,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0584832676382979
16,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.0805926025490196
17,"LAYING","timegravityaccelerometermeany",0.658792072253521
17,"SITTING","timegravityaccelerometermeany",-0.002814673171875
17,"STANDING","timegravityaccelerometermeany",-0.257486817948718
17,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.151077057652174
17,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.284153753333333
18,"LAYING","timegravityaccelerometermeany",0.719755403692308
18,"SITTING","timegravityaccelerometermeany",0.12988647622807
18,"STANDING","timegravityaccelerometermeany",-0.204206320958904
18,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.225809125454545
18,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.316619946206897
19,"LAYING","timegravityaccelerometermeany",0.725646622771084
19,"SITTING","timegravityaccelerometermeany",0.360343534657534
19,"STANDING","timegravityaccelerometermeany",-0.223897807808219
19,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.215018042307692
19,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.3871007085
20,"LAYING","timegravityaccelerometermeany",0.864882956617647
20,"SITTING","timegravityaccelerometermeany",0.0733385412878788
20,"STANDING","timegravityaccelerometermeany",-0.305938716712329
20,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.277419718666667
20,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.479894842941176
21,"LAYING","timegravityaccelerometermeany",0.599992678
21,"SITTING","timegravityaccelerometermeany",0.0215206708823529
21,"STANDING","timegravityaccelerometermeany",-0.346155558876404
21,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.356673289555556
21,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.432309617446809
22,"LAYING","timegravityaccelerometermeany",0.632484075694444
22,"SITTING","timegravityaccelerometermeany",0.208553884
22,"STANDING","timegravityaccelerometermeany",-0.226418773650794
22,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.222215179444444
22,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.33682691
23,"LAYING","timegravityaccelerometermeany",0.438434067361111
23,"SITTING","timegravityaccelerometermeany",0.1217510625
23,"STANDING","timegravityaccelerometermeany",-0.117401359697059
23,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.110028841648148
23,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.214481808235294
24,"LAYING","timegravityaccelerometermeany",0.738430699305556
24,"SITTING","timegravityaccelerometermeany",0.182254651955882
24,"STANDING","timegravityaccelerometermeany",-0.145201300942029
24,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.128326710927273
24,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.237498409152542
25,"LAYING","timegravityaccelerometermeany",0.620658919917808
25,"SITTING","timegravityaccelerometermeany",0.208287142261538
25,"STANDING","timegravityaccelerometermeany",-0.159316786486486
25,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0724270175862069
25,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.217641282461538
26,"LAYING","timegravityaccelerometermeany",0.803015011578947
26,"SITTING","timegravityaccelerometermeany",0.223105562025641
26,"STANDING","timegravityaccelerometermeany",-0.140315421824324
26,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0799003729
26,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.246169656181818
27,"LAYING","timegravityaccelerometermeany",0.567879494054054
27,"SITTING","timegravityaccelerometermeany",0.212947021371429
27,"STANDING","timegravityaccelerometermeany",-0.188504847375
27,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.166938774772727
27,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.229278659607843
28,"LAYING","timegravityaccelerometermeany",0.1440732745
28,"SITTING","timegravityaccelerometermeany",-0.112596728361111
28,"STANDING","timegravityaccelerometermeany",-0.247656166582278
28,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.235897105217391
28,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.333223996666667
29,"LAYING","timegravityaccelerometermeany",0.807535373478261
29,"SITTING","timegravityaccelerometermeany",0.1556594569
29,"STANDING","timegravityaccelerometermeany",-0.05848715356
29,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.0760962952291667
29,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.227120125306122
30,"LAYING","timegravityaccelerometermeany",0.732661247714286
30,"SITTING","timegravityaccelerometermeany",0.114588392624871
30,"STANDING","timegravityaccelerometermeany",-0.100296804186441
30,"WALKING_DOWNSTAIRS","timegravityaccelerometermeany",-0.126710371903226
30,"WALKING_UPSTAIRS","timegravityaccelerometermeany",-0.226647292153846
1,"LAYING","timegravityaccelerometermeanz",0.4458177198
1,"SITTING","timegravityaccelerometermeanz",0.332043702765957
1,"STANDING","timegravityaccelerometermeanz",0.0134905823226415
1,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.0621199585938775
1,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.075402939754717
2,"LAYING","timegravityaccelerometermeanz",0.646834879583333
2,"SITTING","timegravityaccelerometermeanz",0.19872676876087
2,"STANDING","timegravityaccelerometermeanz",0.129747161222222
2,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.0438890162723404
2,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.195888238891667
3,"LAYING","timegravityaccelerometermeanz",0.48870318516129
3,"SITTING","timegravityaccelerometermeanz",0.139020582461538
3,"STANDING","timegravityaccelerometermeanz",0.024763106752459
3,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.102352758040816
3,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.162943955254237
4,"LAYING","timegravityaccelerometermeanz",0.341531310555556
4,"SITTING","timegravityaccelerometermeanz",0.11012048108
4,"STANDING","timegravityaccelerometermeanz",0.166893825946429
4,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.148714808888889
4,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",0.0841675382884615
5,"LAYING","timegravityaccelerometermeanz",0.263644691923077
5,"SITTING","timegravityaccelerometermeanz",0.143006857611364
5,"STANDING","timegravityaccelerometermeanz",0.138638436607143
5,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.0216777910246191
5,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.0232035364248936
6,"LAYING","timegravityaccelerometermeanz",0.175867709021053
6,"SITTING","timegravityaccelerometermeanz",0.0695219657167273
6,"STANDING","timegravityaccelerometermeanz",0.0139193473596491
6,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.00307981704708333
6,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.0184608964392157
7,"LAYING","timegravityaccelerometermeanz",0.907537823461538
7,"SITTING","timegravityaccelerometermeanz",0.0649636250354167
7,"STANDING","timegravityaccelerometermeanz",-0.0516573721320755
7,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.154935538544681
7,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.403599709607843
8,"LAYING","timegravityaccelerometermeanz",0.719831539259259
8,"SITTING","timegravityaccelerometermeanz",0.263895185521739
8,"STANDING","timegravityaccelerometermeanz",-0.0979392024814815
8,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.141817934963684
8,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.192306960631707
9,"LAYING","timegravityaccelerometermeanz",0.9578730416
9,"SITTING","timegravityaccelerometermeanz",0.085263099144
9,"STANDING","timegravityaccelerometermeanz",0.00914769235555555
9,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.082276174942619
9,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.266009866857143
10,"LAYING","timegravityaccelerometermeanz",-0.031121624137931
10,"SITTING","timegravityaccelerometermeanz",0.20253457287037
10,"STANDING","timegravityaccelerometermeanz",0.0346980210431818
10,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.0418715409263158
10,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",0.0227527702016383
11,"LAYING","timegravityaccelerometermeanz",0.112620189964912
11,"SITTING","timegravityaccelerometermeanz",0.188531695981132
11,"STANDING","timegravityaccelerometermeanz",0.127198423404255
11,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.132371684891304
11,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",0.146633747092593
12,"LAYING","timegravityaccelerometermeanz",0.2750431984
12,"SITTING","timegravityaccelerometermeanz",0.0885640696078431
12,"STANDING","timegravityaccelerometermeanz",-0.0395382767304918
12,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.0561050624630435
12,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.0702503820961538
13,"LAYING","timegravityaccelerometermeanz",0.598884988709677
13,"SITTING","timegravityaccelerometermeanz",0.0757773858163265
13,"STANDING","timegravityaccelerometermeanz",-0.0524856614035088
13,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.0950820341687234
13,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.207507170584727
14,"LAYING","timegravityaccelerometermeanz",0.83656291
14,"SITTING","timegravityaccelerometermeanz",-0.0945970534814815
14,"STANDING","timegravityaccelerometermeanz",-0.338174888666667
14,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.392555882222222
14,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.49508872037037
15,"LAYING","timegravityaccelerometermeanz",-0.0369192905555556
15,"SITTING","timegravityaccelerometermeanz",0.00281565980440678
15,"STANDING","timegravityaccelerometermeanz",0.0645975994528302
15,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.0788822410992857
15,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",0.0811803405
16,"LAYING","timegravityaccelerometermeanz",0.893884468571429
16,"SITTING","timegravityaccelerometermeanz",0.0892682200463768
16,"STANDING","timegravityaccelerometermeanz",-0.166737468166667
16,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.225382496382979
16,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.379059698039216
17,"LAYING","timegravityaccelerometermeanz",0.722657502112676
17,"SITTING","timegravityaccelerometermeanz",-0.135803881679687
17,"STANDING","timegravityaccelerometermeanz",-0.202687757012821
17,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.160962985956522
17,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.298171464166667
18,"LAYING","timegravityaccelerometermeanz",0.605495317692308
18,"SITTING","timegravityaccelerometermeanz",0.161877417894737
18,"STANDING","timegravityaccelerometermeanz",-0.0485767106575342
18,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.0493636733454545
18,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.106112549189655
19,"LAYING","timegravityaccelerometermeanz",0.68762385253012
19,"SITTING","timegravityaccelerometermeanz",0.489126594657534
19,"STANDING","timegravityaccelerometermeanz",0.130643717849315
19,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.126146868942821
19,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.2210087627
20,"LAYING","timegravityaccelerometermeanz",0.477573305
20,"SITTING","timegravityaccelerometermeanz",0.151679135228788
20,"STANDING","timegravityaccelerometermeanz",0.0708655286023288
20,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.0282591579777778
20,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.130117634791765
21,"LAYING","timegravityaccelerometermeanz",0.788251027111111
21,"SITTING","timegravityaccelerometermeanz",-0.0567766060705882
21,"STANDING","timegravityaccelerometermeanz",-0.207685689775281
21,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.187870253333333
21,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.309735038510638
22,"LAYING","timegravityaccelerometermeanz",0.771903907083333
22,"SITTING","timegravityaccelerometermeanz",0.315551492322581
22,"STANDING","timegravityaccelerometermeanz",0.0323824977714286
22,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.0412987957222222
22,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.0957978990316667
23,"LAYING","timegravityaccelerometermeanz",0.918782825277778
23,"SITTING","timegravityaccelerometermeanz",0.0630111556279412
23,"STANDING","timegravityaccelerometermeanz",-0.223631180906765
23,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.153671532259259
23,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.35593445
24,"LAYING","timegravityaccelerometermeanz",0.683839909722222
24,"SITTING","timegravityaccelerometermeanz",0.109559621020588
24,"STANDING","timegravityaccelerometermeanz",-0.0530585403536232
24,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.140123155018182
24,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.227134869152542
25,"LAYING","timegravityaccelerometermeanz",0.526353818315068
25,"SITTING","timegravityaccelerometermeanz",0.167140956385077
25,"STANDING","timegravityaccelerometermeanz",0.201182106486486
25,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.21879595837931
25,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",0.108230986684615
26,"LAYING","timegravityaccelerometermeanz",0.614523405921053
26,"SITTING","timegravityaccelerometermeanz",0.314387627435897
26,"STANDING","timegravityaccelerometermeanz",0.0884142682297297
26,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.1539063202
26,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.00199310572363636
27,"LAYING","timegravityaccelerometermeanz",0.84539238027027
27,"SITTING","timegravityaccelerometermeanz",0.276417431042857
27,"STANDING","timegravityaccelerometermeanz",-0.00557416876082625
27,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.140047614122727
27,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.294642640196078
28,"LAYING","timegravityaccelerometermeanz",0.0157570025
28,"SITTING","timegravityaccelerometermeanz",0.135402566816667
28,"STANDING","timegravityaccelerometermeanz",-0.0385830501632911
28,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",-0.121477255782609
28,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.265207858431373
29,"LAYING","timegravityaccelerometermeanz",0.590452224057971
29,"SITTING","timegravityaccelerometermeanz",0.286256063666667
29,"STANDING","timegravityaccelerometermeanz",0.0316145849747692
29,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.0919650454166667
29,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",0.0443786011771429
30,"LAYING","timegravityaccelerometermeanz",0.681459210714286
30,"SITTING","timegravityaccelerometermeanz",0.34476602
30,"STANDING","timegravityaccelerometermeanz",0.0243044362542373
30,"WALKING_DOWNSTAIRS","timegravityaccelerometermeanz",0.0288081674653226
30,"WALKING_UPSTAIRS","timegravityaccelerometermeanz",-0.0221401100714154
1,"LAYING","timegravityaccelerometerstdx",-0.8968300184
1,"SITTING","timegravityaccelerometerstdx",-0.968457145744681
1,"STANDING","timegravityaccelerometerstdx",-0.99376298509434
1,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.950559811632653
1,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.956367027924528
2,"LAYING","timegravityaccelerometerstdx",-0.959014441458333
2,"SITTING","timegravityaccelerometerstdx",-0.979988760869565
2,"STANDING","timegravityaccelerometerstdx",-0.986685818703704
2,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.940361759574468
2,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.934407739791667
3,"LAYING","timegravityaccelerometerstdx",-0.982512193064516
3,"SITTING","timegravityaccelerometerstdx",-0.957324457884615
3,"STANDING","timegravityaccelerometerstdx",-0.982020428032787
3,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.950061129591837
3,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.944040819322034
4,"LAYING","timegravityaccelerometerstdx",-0.921199965925926
4,"SITTING","timegravityaccelerometerstdx",-0.9814052948
4,"STANDING","timegravityaccelerometerstdx",-0.972908355892857
4,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.955258881333333
4,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.958495235576923
5,"LAYING","timegravityaccelerometerstdx",-0.945695336153846
5,"SITTING","timegravityaccelerometerstdx",-0.983137541590909
5,"STANDING","timegravityaccelerometerstdx",-0.974088206071429
5,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.950490938510638
5,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.95357996893617
6,"LAYING","timegravityaccelerometerstdx",-0.887746310350877
6,"SITTING","timegravityaccelerometerstdx",-0.988872369272727
6,"STANDING","timegravityaccelerometerstdx",-0.985583066842105
6,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.9544062675
6,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.959399425098039
7,"LAYING","timegravityaccelerometerstdx",-0.914221270096154
7,"SITTING","timegravityaccelerometerstdx",-0.957082433333333
7,"STANDING","timegravityaccelerometerstdx",-0.987917503962264
7,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.964875962978723
7,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.932823053333333
8,"LAYING","timegravityaccelerometerstdx",-0.918873192333333
8,"SITTING","timegravityaccelerometerstdx",-0.966757967173913
8,"STANDING","timegravityaccelerometerstdx",-0.987690217222222
8,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.945766561578947
8,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.926673287804878
9,"LAYING","timegravityaccelerometerstdx",-0.9218210626
9,"SITTING","timegravityaccelerometerstdx",-0.9552804062
9,"STANDING","timegravityaccelerometerstdx",-0.989103160444444
9,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.952141220714286
9,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.954383557142857
10,"LAYING","timegravityaccelerometerstdx",-0.954531941896552
10,"SITTING","timegravityaccelerometerstdx",-0.973128354074074
10,"STANDING","timegravityaccelerometerstdx",-0.991259485
10,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.939267613157895
10,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.959216072340425
11,"LAYING","timegravityaccelerometerstdx",-0.97956560245614
11,"SITTING","timegravityaccelerometerstdx",-0.988069341132075
11,"STANDING","timegravityaccelerometerstdx",-0.994529398085106
11,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.954497498695652
11,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.953463105740741
12,"LAYING","timegravityaccelerometerstdx",-0.936458309333333
12,"SITTING","timegravityaccelerometerstdx",-0.985203642352941
12,"STANDING","timegravityaccelerometerstdx",-0.985314210491803
12,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.959504017391304
12,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.960246289807692
13,"LAYING","timegravityaccelerometerstdx",-0.957875244677419
13,"SITTING","timegravityaccelerometerstdx",-0.981379112653061
13,"STANDING","timegravityaccelerometerstdx",-0.992232401754386
13,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.952643084042553
13,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.946441502363636
14,"LAYING","timegravityaccelerometerstdx",-0.862136937254902
14,"SITTING","timegravityaccelerometerstdx",-0.976280399444444
14,"STANDING","timegravityaccelerometerstdx",-0.972005366333333
14,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.919098794
14,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.928523640925926
15,"LAYING","timegravityaccelerometerstdx",-0.961509742916667
15,"SITTING","timegravityaccelerometerstdx",-0.982620883728814
15,"STANDING","timegravityaccelerometerstdx",-0.988432084716981
15,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.942806478333333
15,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.952562395625
16,"LAYING","timegravityaccelerometerstdx",-0.963761977857143
16,"SITTING","timegravityaccelerometerstdx",-0.980158243333333
16,"STANDING","timegravityaccelerometerstdx",-0.985359689871795
16,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.957785118085106
16,"WALKING_UPSTAIRS","timegravityaccelerometerstdx",-0.948413552745098
17,"LAYING","timegravityaccelerometerstdx",-0.961063222394366
17,"SITTING","timegravityaccelerometerstdx",-0.99019661703125
17,"STANDING","timegravityaccelerometerstdx",-0.985751365769231
17,"WALKING_DOWNSTAIRS","timegravityaccelerometerstdx",-0.950026242173913
